phase,ap_mag,freq,fr_sep,amp,pow_ex,temp,grav,metal,rad,mass
RGB,12.02,31.02,3.61,141.5,11.9,4650,2.393,0.08,37.269999999999996,4.17
HeB,11.4,29.83,3.288,155.0,9.5,4620,2.374,-0.03,42.98,5.32
RGB,12.97,58.93,6.186,95.9,18.0,4716,2.674,-0.41,23.98,3.3
HeB,12.86,29.46,4.13,131.5,14.3,4788,2.377,-0.03,28.09,2.29
HeB,12.04,24.13,2.95,100.6,11.4,5241,2.31,-0.19,47.150000000000006,5.510000000000001
RGB,12.54,113.59,9.868,66.2,31.1,4832,2.965,0.26,18.82,3.96
HeB,11.97,35.19,3.994,89.3,14.0,5106,2.468,-0.23,36.78,4.83
RGB,11.51,58.44,5.914,85.3,19.4,4756,2.673,0.1,26.61,4.05
RGB,15.83,135.0,11.79,59.9,38.8,5147,3.053,-0.93,16.13,3.59
HeB,12.01,35.4,4.216,103.0,14.7,4942,2.463,-0.01,32.57,3.75
RGB,12.86,184.98,14.515,41.5,49.4,5127,3.189,-0.17,14.719999999999999,4.07
HeB,12.74,32.62,4.119,130.8,13.4,4779,2.42,0.14,30.84,3.04
RGB,13.16,78.98,7.402,49.3,30.6,5072,2.817,-0.27,23.91,4.5600000000000005
HeB,11.8,39.21,4.358,70.8,15.4,4810,2.502,0.05,33.099999999999994,4.22
HeB,12.94,28.83,3.872,116.3,12.8,4846,2.37,-0.5,30.64,2.67
RGB,12.93,169.42,13.759,48.4,46.4,4808,3.137,0.06,14.36,3.44
HeB,13.87,27.01,3.412,144.2,8.2,4801,2.339,-0.22,36.89,3.62
RGB,11.26,107.53,8.651,28.5,40.1,5153,2.955,-0.33,24.189999999999998,6.41
HeB,12.45,40.07,4.278,69.1,16.8,4856,2.513,-0.18,35.21,4.91
RGB,13.62,49.93,5.218,75.0,15.0,4787,2.606,-0.18,29.129999999999995,4.16
HeB,13.15,33.48,4.157,123.4,14.9,4807,2.433,0.08,31.15,3.2
HeB,12.27,32.99,4.051,121.5,13.1,4753,2.424,0.03,31.98,3.3
HeB,9.8,23.61,2.955,141.4,8.7,4462,2.265,0.05,41.14,3.79
RGB,12.14,38.89,4.31,81.9,17.0,4886,2.502,-0.58,33.53,4.34
RGB,12.54,22.36,2.933,180.1,9.3,4377,2.237,0.11,39.01,3.19
RGB,13.72,75.19,7.081,76.9,22.3,4825,2.785,-0.02,24.060000000000002,4.300000000000001
HeB,13.63,31.79,4.115,115.4,13.1,5063,2.422,-0.27,31.21,3.13
RGB,12.93,131.99,10.837,34.9,42.8,4927,3.034,0.08,18.33,4.41
HeB,13.23,31.41,4.077,111.7,13.5,5028,2.415,-0.24,31.259999999999998,3.09
HeB,10.2,38.92,4.355,79.7,16.1,4866,2.501,-0.08,33.1,4.22
HeB,13.09,32.76,4.129,135.2,12.1,5017,2.433,0.04,31.88,3.3500000000000005
RGB,12.13,52.24,5.343,96.2,18.2,4651,2.619,0.08,28.66,4.16
RGB,12.86,128.11,11.366,48.9,36.4,5284,3.036,-0.55,16.939999999999998,3.79
HeB,11.04,29.14,3.776,129.1,11.5,4905,2.377,-0.07,33.26,3.21
HeB,13.94,36.48,4.244,110.6,14.4,5082,2.482,0.14,33.84,4.22
RGB,12.11,38.59,4.396,101.0,12.8,4699,2.49,-0.3,31.150000000000002,3.64
HeB,12.42,33.81,4.161,117.8,13.8,4818,2.438,-0.02,31.36,3.2800000000000002
RGB,13.86,69.41,6.705,93.1,22.0,4906,2.754,-0.03,25.060000000000002,4.33
HeB,12.11,35.2,4.166,121.6,16.3,5032,2.465,-0.05,33.58,4.0
HeB,12.82,33.96,4.062,93.9,13.5,5212,2.457,-0.54,34.78,4.199999999999999
HeB,10.73,43.62,4.687,77.5,17.2,4973,2.555,-0.01,32.519999999999996,4.62
HeB,10.85,52.38,4.875,54.4,21.1,5030,2.637,0.18,36.72,7.1
HeB,14.86,26.08,3.069,53.5,8.1,5209,2.342,-1.07,47.0,5.8999999999999995
HeB,13.64,27.21,3.972,140.6,10.6,5231,2.361,-0.55,29.46,2.42
RGB,13.96,111.01,9.798,64.7,32.6,5090,2.966,0.04,19.31,4.199999999999999
HeB,13.79,44.33,4.617,71.0,13.6,5249,2.574,-0.07,35.47,5.7299999999999995
HeB,13.96,35.35,3.987,106.5,16.0,4923,2.462,0.2,36.33,4.640000000000001
RGB,13.4,185.38,14.391,47.3,48.9,5005,3.185,0.22,14.82,4.09
RGB,12.41,53.23,5.478,84.7,17.5,4803,2.634,-0.17,28.259999999999998,4.18
RGB,13.77,43.74,4.934,126.4,13.1,4851,2.551,-0.51,28.61,3.54
RGB,12.82,77.59,6.98,62.0,25.1,5026,2.808,0.06,26.340000000000003,5.42
HeB,13.23,30.04,3.792,133.0,13.7,5062,2.397,-0.05,34.77,3.66
RGB,12.47,38.59,4.43,123.2,12.5,4589,2.485,-0.23,30.230000000000004,3.3899999999999997
HeB,15.31,34.93,4.353,75.6,14.3,5399,2.477,-0.54,31.95,3.7199999999999998
HeB,13.38,35.82,4.255,105.6,14.3,5033,2.472,-0.22,32.67,3.86
HeB,13.96,34.92,4.151,100.4,14.7,5094,2.464,-0.13,33.81,4.04
RGB,13.97,53.53,5.441,81.3,17.2,4955,2.643,0.01,29.560000000000002,4.67
RGB,11.28,47.52,5.119,99.4,15.9,4863,2.588,-0.24,29.159999999999997,3.99
HeB,9.97,86.98,6.581,23.3,45.0,5075,2.859,0.12,34.480000000000004,10.46
HeB,13.95,27.01,3.528,149.9,14.0,4955,2.346,-0.05,35.59,3.4199999999999995
HeB,12.77,32.03,3.856,110.2,14.1,4591,2.404,0.2,33.489999999999995,3.4499999999999997
HeB,10.73,34.48,4.16,92.8,13.6,5050,2.456,-0.36,32.91,3.77
HeB,13.56,31.73,4.125,114.0,12.9,5023,2.419,-0.44,30.75,3.02
RGB,13.88,92.62,8.346,50.6,33.2,4988,2.883,-1.06,21.490000000000002,4.28
HeB,12.48,30.6,3.982,122.1,14.6,4642,2.386,0.07,30.22,2.71
RGB,13.86,44.86,4.91,109.8,13.8,4969,2.567,-0.14,30.46,4.16
RGB,13.53,105.03,9.024,41.8,35.1,4902,2.934,-0.03,20.919999999999998,4.5600000000000005
HeB,13.35,40.4,4.483,74.0,16.0,5133,2.529,-0.74,33.51,4.609999999999999
HeB,10.49,36.6,4.203,101.9,13.3,5034,2.482,-0.28,34.17,4.3
HeB,13.04,29.36,4.152,140.5,12.2,5013,2.385,-0.64,28.189999999999998,2.35
HeB,13.46,35.39,4.215,90.8,15.5,5126,2.471,-0.05,33.42,4.0200000000000005
HeB,13.44,31.59,4.033,118.5,13.3,5187,2.424,-0.16,32.84,3.4699999999999998
HeB,13.69,28.44,3.973,147.9,14.8,4918,2.367,-0.21,29.57,2.48
RGB,13.42,86.63,7.916,57.2,27.7,5031,2.856,-0.29,22.79,4.529999999999999
RGB,11.44,45.56,4.617,72.8,18.2,4736,2.564,0.22,34.01,5.15
HeB,13.46,28.75,4.134,129.0,12.2,5199,2.384,-0.48,28.619999999999997,2.4000000000000004
HeB,12.07,33.68,3.993,125.7,15.6,4702,2.431,0.48,33.49,3.6799999999999997
HeB,11.02,47.18,4.421,44.3,18.4,5006,2.591,0.05,40.09,7.619999999999999
HeB,11.61,31.5,3.887,122.8,13.0,4753,2.404,0.05,33.16,3.3899999999999997
RGB,14.97,100.89,9.629,60.2,33.3,5026,2.922,-0.88,17.8,3.21
RGB,11.93,55.48,5.442,71.7,18.9,4677,2.646,0.33,29.590000000000003,4.71
RGB,12.26,61.45,6.165,73.5,18.9,4865,2.699,-0.24,26.0,4.109999999999999
RGB,13.88,64.83,6.487,91.7,19.7,4781,2.719,0.15,24.65,3.87
RGB,12.98,56.87,5.893,79.7,18.5,5051,2.674,-0.47,27.020000000000003,4.19
HeB,11.73,27.34,3.536,143.7,11.4,4822,2.346,0.36,35.33,3.37
HeB,12.99,43.88,4.586,70.8,18.7,5109,2.564,0.0,34.910000000000004,5.42
RGB,11.17,163.67,12.608,34.5,50.4,4973,3.13,-0.05,16.86,4.66
HeB,13.01,191.03,14.099,38.3,43.5,4920,3.194,-0.34,15.57,4.62
RGB,10.43,83.94,7.3,39.0,25.3,4810,2.832,0.1,25.29,5.3
RGB,11.94,68.12,6.417,65.1,21.4,4673,2.735,0.18,26.060000000000002,4.4799999999999995
HeB,9.12,54.86,4.86,56.6,20.2,4851,2.649,-0.08,37.64,7.680000000000001
RGB,12.39,154.29,13.262,48.0,44.0,5171,3.112,-0.19,14.8,3.4499999999999993
RGB,10.86,43.5,4.761,89.2,14.9,4636,2.539,-0.11,29.83,3.74
RGB,13.07,140.87,11.149,40.9,46.1,5033,3.067,-0.26,18.689999999999998,4.95
RGB,12.36,67.86,6.799,88.6,21.0,4945,2.746,-0.24,23.91,3.88
HeB,12.14,30.64,4.091,105.2,12.5,4816,2.395,-0.09,29.520000000000003,2.63
RGB,13.34,156.27,12.364,42.4,44.6,5217,3.12,0.17,17.38,4.84
HeB,15.92,85.39,7.987,50.4,28.4,5400,2.865,-0.57,23.2,4.79
HeB,9.81,33.79,3.978,117.3,14.1,4740,2.434,0.28,34.0,3.8099999999999996
RGB,10.93,56.48,5.787,64.9,17.3,4745,2.657,0.09,26.809999999999995,3.96
RGB,13.36,29.9,3.556,155.5,12.4,4847,2.386,-0.07,38.03,4.27
HeB,9.91,48.7,4.72,54.8,19.4,5226,2.614,-0.19,37.4,6.989999999999999
HeB,10.34,41.65,4.548,81.1,16.9,4977,2.535,-0.06,33.01,4.54
RGB,11.2,75.26,6.823,60.7,27.2,4717,2.781,0.36,25.68,4.84
RGB,13.68,171.15,13.563,32.8,51.0,5490,3.17,-0.27,16.32,4.79
RGB,10.29,33.16,3.833,130.4,12.0,4611,2.42,0.01,35.06,3.9300000000000006
RGB,10.88,12.84,1.943,300.2,3.6,4391,1.997,-0.31,50.900000000000006,3.13
RGB,12.21,43.09,4.467,79.5,15.6,5154,2.558,-0.24,36.27,5.77
HeB,8.87,50.97,4.623,36.8,23.1,5149,2.631,-0.1,40.57,8.55
HeB,13.42,32.27,4.042,141.8,11.1,5063,2.428,-0.07,32.88,3.5199999999999996
RGB,12.11,72.01,6.9,48.1,25.9,4918,2.771,-0.2,24.549999999999997,4.32
RGB,13.48,127.58,10.258,28.9,49.1,5160,3.029,0.07,20.45,5.44
HeB,13.44,28.48,3.909,132.0,13.0,5155,2.378,-0.28,31.42,2.87
HeB,12.23,37.92,4.338,93.8,14.6,4951,2.494,-0.23,32.86,4.09
HeB,12.81,35.46,5.258,133.8,15.2,5487,2.487,-0.46,22.55,1.9
HeB,12.88,31.18,3.79,134.7,12.8,4618,2.393,0.07,33.79,3.44
HeB,11.54,39.99,4.422,100.8,17.0,4966,2.517,0.21,33.62,4.5200000000000005
HeB,11.65,32.41,4.077,116.7,13.2,4986,2.427,-0.23,31.990000000000002,3.33
RGB,10.98,24.42,2.963,146.3,9.3,4662,2.289,0.04,43.62,4.51
RGB,11.78,27.72,3.491,129.8,11.5,4794,2.35,-0.63,35.69,3.47
HeB,13.86,30.57,4.095,124.7,12.3,4693,2.388,-0.02,28.85,2.48
RGB,13.54,85.28,8.228,72.5,25.8,5090,2.851,-0.35,20.94,3.79
RGB,12.46,6.17,1.082,552.1,2.4,4099,1.664,0.22,76.35,3.28
HeB,13.71,31.1,4.079,136.3,11.0,5157,2.416,-0.34,31.48,3.1399999999999997
HeB,12.55,28.21,3.845,139.2,13.6,4771,2.357,0.46,30.619999999999997,2.59
HeB,10.34,34.28,3.906,122.8,11.4,4857,2.445,0.26,36.37,4.49
HeB,12.4,28.25,3.732,146.6,12.4,4926,2.365,-0.45,32.85,3.04
HeB,12.02,33.71,4.141,113.3,13.7,4946,2.442,-0.05,32.18,3.4899999999999998
RGB,12.72,28.19,3.385,110.7,10.8,4686,2.353,-0.22,38.42,4.05
RGB,11.39,103.96,9.101,63.9,32.5,4966,2.932,0.34,20.65,4.43
RGB,12.98,11.08,1.861,128.7,6.2,4789,1.952,-1.49,49.08,2.63
HeB,9.93,36.59,4.227,96.0,14.7,4947,2.478,-0.06,33.46,4.08
HeB,11.49,34.09,4.064,106.6,13.7,4990,2.449,-0.32,33.81999999999999,3.91
RGB,12.29,20.51,2.825,135.3,9.4,4660,2.214,-0.18,39.99,3.1799999999999997
HeB,12.68,29.76,4.296,110.3,12.8,5019,2.391,-0.67,26.85,2.16
HeB,13.28,29.98,4.031,122.3,12.3,5130,2.399,-0.45,30.96,2.92
HeB,11.52,27.64,3.555,127.8,12.2,4622,2.341,0.2,34.18,3.12
RGB,13.09,100.14,9.149,69.6,30.3,4752,2.906,-0.05,18.97,3.5300000000000002
HeB,10.01,53.48,4.933,51.2,21.3,4852,2.639,0.17,35.64,6.72
RGB,13.37,65.22,6.416,94.4,18.8,4611,2.714,0.21,24.72,3.85
HeB,13.83,26.59,3.75,163.1,12.0,4961,2.34,-0.53,30.89,2.5300000000000002
HeB,13.71,31.72,3.815,137.0,14.4,4823,2.41,0.15,35.09,3.85
RGB,10.56,30.21,3.54,107.6,10.8,4667,2.382,-0.24,37.54,4.13
HeB,11.1,34.36,3.667,97.3,14.7,4762,2.442,0.01,40.66,5.57
RGB,12.9,114.12,9.53,28.1,29.5,5295,2.987,-0.5,21.5,5.45
HeB,13.05,25.52,3.5,136.3,9.8,5234,2.334,-0.3,35.42,3.29
RGB,11.74,6.23,1.099,402.9,2.7,4316,1.679,-0.15,76.65,3.42
RGB,12.6,44.58,4.793,85.2,14.6,4805,2.557,-0.36,30.759999999999998,4.1499999999999995
RGB,13.27,53.46,5.236,66.8,17.5,4979,2.644,-0.98,31.66,5.38
RGB,13.83,46.15,5.115,107.3,14.5,4997,2.581,-0.59,28.82,3.8499999999999996
RGB,13.61,42.78,4.642,87.1,15.0,5062,2.551,-0.34,32.85,4.66
HeB,12.42,30.73,3.764,124.6,13.2,4663,2.389,0.22,34.11,3.47
RGB,12.01,28.7,3.317,131.6,11.3,4675,2.36,0.03,40.98,4.68
HeB,10.51,55.59,5.132,46.4,22.1,4974,2.661,-0.04,34.73,6.7
RGB,12.95,43.26,4.657,88.0,12.4,4685,2.539,0.04,31.369999999999997,4.14
RGB,13.75,66.88,6.632,97.4,19.6,4822,2.734,0.01,24.42,3.93
RGB,13.14,40.59,4.557,102.2,14.0,4990,2.525,-0.37,32.0,4.17
RGB,13.89,58.88,6.009,86.3,19.1,4749,2.676,0.26,25.990000000000002,3.9000000000000004
HeB,13.63,32.27,3.937,90.1,14.2,5165,2.433,-0.19,35.07000000000001,4.050000000000001
HeB,13.64,30.66,4.128,114.4,12.6,5179,2.411,-0.6,30.29,2.87
RGB,13.86,54.41,5.716,97.2,17.3,4864,2.646,-0.35,26.7,3.85
HeB,12.88,31.63,4.074,141.0,12.7,4855,2.411,-0.15,30.729999999999997,2.95
HeB,13.7,36.9,4.256,104.4,14.0,5052,2.486,-0.22,33.71,4.220000000000001
RGB,12.62,61.42,6.006,73.8,20.5,4696,2.691,0.16,26.9,4.32
HeB,13.51,29.49,4.155,127.3,12.0,4997,2.386,-1.21,27.939999999999998,2.31
HeB,11.85,100.38,7.803,29.3,32.9,5010,2.919,0.24,27.439999999999998,7.6
HeB,13.24,24.54,3.452,170.5,10.9,4836,2.299,-0.24,33.11,2.66
HeB,12.77,29.2,3.823,98.1,13.9,4767,2.372,0.03,31.93,2.92
RGB,11.58,53.12,5.752,106.9,16.7,4792,2.633,-0.42,25.33,3.35
HeB,12.94,33.35,3.735,89.3,14.2,4698,2.426,0.28,37.839999999999996,4.65
HeB,11.56,28.66,3.227,135.5,11.5,4501,2.351,0.31,42.370000000000005,4.91
HeB,11.41,61.51,5.814,52.1,19.6,4924,2.702,0.08,29.68,5.4
HeB,12.83,48.46,4.859,51.5,20.1,4931,2.599,0.12,33.519999999999996,5.430000000000001
HeB,12.95,25.91,3.023,157.5,9.8,4602,2.312,-0.04,44.01,4.84
HeB,11.11,34.21,3.854,106.4,14.4,4750,2.44,0.16,36.68,4.5
HeB,13.78,32.48,3.944,121.0,13.7,4986,2.428,-0.32,34.19,3.81
HeB,13.66,24.98,3.271,145.0,10.3,4843,2.307,-0.08,37.540000000000006,3.48
RGB,11.54,40.81,4.385,66.5,17.0,5078,2.531,0.0,35.33,5.16
HeB,12.79,49.47,4.816,49.3,20.8,4816,2.603,0.31,34.33,5.74
RGB,12.37,42.72,4.62,93.3,13.7,4979,2.547,-0.47,32.68,4.58
RGB,13.74,45.66,5.046,96.8,17.2,5000,2.576,-0.28,29.44,3.9700000000000006
HeB,13.42,28.88,3.776,111.6,11.8,4934,2.374,-0.04,33.18,3.1700000000000004
HeB,11.02,78.97,6.705,38.1,26.7,5103,2.819,0.17,29.55,6.99
HeB,13.45,34.72,4.225,123.0,13.6,4952,2.455,0.06,31.940000000000005,3.54
HeB,11.46,29.79,3.892,135.4,13.1,4882,2.386,-0.21,31.79,2.98
RGB,13.28,47.97,5.267,111.7,14.9,4890,2.593,-0.37,27.85,3.6900000000000004
RGB,12.12,33.63,3.66,86.1,12.3,4777,2.434,0.01,40.06,5.29
HeB,13.83,33.55,4.184,117.9,12.2,4794,2.433,-0.2,30.5,3.0599999999999996
HeB,12.12,31.56,3.966,127.0,14.3,4970,2.415,-0.29,32.800000000000004,3.4000000000000004
HeB,11.44,40.25,4.499,69.2,18.5,4886,2.517,-0.62,31.810000000000002,4.05
RGB,13.32,54.72,5.185,53.1,17.3,5059,2.657,-0.12,33.82,6.32
HeB,9.68,29.59,3.4,93.2,15.8,4637,2.372,0.06,40.010000000000005,4.58
RGB,11.84,7.23,1.125,322.5,3.1,4365,1.746,-0.27,86.21,5.05
HeB,10.89,36.54,3.66,51.1,14.6,4977,2.479,-0.16,44.980000000000004,7.390000000000001
RGB,13.9,24.79,2.909,123.7,9.5,4553,2.291,-0.3,45.04,4.82
HeB,10.16,37.27,4.255,96.3,12.7,4806,2.48,-0.28,32.71,3.9200000000000004
HeB,13.31,51.24,4.732,54.0,16.4,4768,2.616,0.06,36.6,6.720000000000001
HeB,10.47,41.72,4.45,78.2,17.6,4823,2.529,0.13,33.88,4.73
HeB,13.61,26.09,3.297,141.2,11.3,4641,2.317,-0.24,37.17,3.49
RGB,13.1,105.83,9.103,52.0,25.6,4770,2.931,0.25,20.42,4.32
HeB,12.95,29.14,3.781,108.6,12.2,5116,2.386,-0.61,33.97,3.42
RGB,12.27,107.42,9.589,62.7,31.4,4875,2.942,0.23,18.98,3.83
HeB,13.14,33.1,3.947,144.1,13.5,4638,2.42,0.27,33.31,3.55
HeB,13.11,29.91,3.786,106.0,14.9,4632,2.376,0.11,32.589999999999996,3.0700000000000003
RGB,11.93,156.17,12.484,36.2,44.7,4888,3.105,0.2,16.29,4.109999999999999
RGB,13.07,132.04,11.756,59.8,37.8,5127,3.043,-0.45,15.98,3.4299999999999997
RGB,14.29,114.28,10.536,40.6,34.9,5344,2.989,-0.94,17.62,3.6799999999999997
HeB,10.29,28.11,3.28,108.4,16.0,4522,2.344,0.25,40.25,4.34
RGB,11.47,29.42,3.504,118.7,11.1,4655,2.37,-0.26,37.230000000000004,3.95
RGB,13.49,111.97,9.642,44.6,33.2,5227,2.976,-0.28,20.43,4.79
HeB,11.78,31.94,3.77,127.4,13.1,4798,2.412,0.21,36.08,4.08
RGB,13.29,18.89,2.619,196.6,10.3,4479,2.169,-0.44,41.58,3.1
HeB,12.48,29.2,3.7,112.5,14.6,4870,2.376,-0.35,34.230000000000004,3.3899999999999997
HeB,12.47,28.64,3.753,132.7,12.0,4821,2.366,-0.15,32.58,3.0
RGB,13.34,26.63,3.379,180.3,9.8,4514,2.32,-0.29,35.46,3.1999999999999997
HeB,15.03,25.75,3.948,221.2,10.8,5381,2.344,-0.3,28.68,2.21
RGB,12.89,35.35,4.144,146.3,12.3,4553,2.445,-0.35,31.43,3.35
RGB,13.78,57.0,5.873,99.3,17.2,4952,2.671,0.27,27.15,4.2
RGB,13.77,36.15,4.252,112.4,13.0,5069,2.478,-0.44,33.08,4.0
HeB,12.9,29.48,3.805,126.9,12.6,4712,2.373,-0.07,32.11,2.97
RGB,14.82,114.47,9.985,53.9,36.1,5174,2.983,-0.1,19.36,4.38
RGB,12.35,84.52,7.925,56.6,26.9,4958,2.842,-0.33,21.94,4.0600000000000005
HeB,11.56,36.41,4.093,92.0,14.5,5012,2.479,-0.18,35.77,4.69
RGB,12.31,45.46,4.842,97.3,16.3,4879,2.569,-0.1,31.33,4.42
RGB,13.01,113.02,9.765,51.7,39.0,4750,2.959,-0.04,18.79,3.91
HeB,11.92,33.85,4.06,106.5,11.5,4750,2.435,-0.04,32.57,3.51
RGB,13.74,56.96,6.048,93.8,18.4,5028,2.674,-0.08,25.760000000000005,3.8100000000000005
RGB,13.43,54.55,5.754,95.9,15.4,4966,2.652,0.01,27.04,3.99
HeB,10.53,31.95,3.855,121.6,13.1,4661,2.406,0.13,33.76,3.52
HeB,13.0,29.4,3.872,132.6,14.7,4760,2.374,0.05,31.35,2.83
RGB,15.77,74.24,7.469,64.9,22.7,5232,2.797,-0.28,22.59,3.8899999999999997
RGB,12.73,37.77,4.171,111.2,14.7,4590,2.475,0.09,33.69,4.12
RGB,13.62,45.88,5.061,96.7,15.1,5032,2.58,-0.17,29.59,4.04
HeB,9.66,43.49,4.549,75.7,18.7,4924,2.552,0.35,34.36,5.109999999999999
RGB,11.79,22.97,2.939,166.8,8.2,4597,2.26,-0.31,40.92,3.6999999999999997
RGB,13.46,150.21,12.438,43.1,44.9,5247,3.104,-0.22,16.53,4.21
HeB,11.11,29.34,3.913,135.6,12.4,4858,2.378,-0.18,30.91,2.78
RGB,13.36,99.19,9.057,56.3,31.2,5242,2.924,-0.28,20.55,4.31
HeB,10.91,43.78,4.622,77.2,18.0,4825,2.55,-0.02,32.870000000000005,4.66
HeB,13.32,31.56,4.049,111.1,13.1,5090,2.42,-0.21,32.13,3.3000000000000003
HeB,11.94,38.58,4.384,97.5,15.0,5115,2.508,0.01,33.620000000000005,4.42
RGB,13.94,61.18,6.136,88.2,19.6,4955,2.701,0.05,26.61,4.33
HeB,13.92,46.52,5.132,85.6,16.1,4878,2.579,-0.31,28.43,3.73
RGB,13.56,63.62,6.367,74.1,20.6,5129,2.726,-0.32,26.240000000000002,4.449999999999999
HeB,13.62,30.7,3.978,114.0,12.7,5114,2.409,-0.22,32.49,3.29
HeB,11.63,40.88,4.195,82.9,16.9,4969,2.527,0.2,38.19,5.97
HeB,12.75,23.15,3.165,176.8,11.2,4878,2.276,0.12,37.63,3.25
HeB,12.22,30.15,4.271,113.3,12.1,5262,2.407,-0.89,28.339999999999996,2.49
RGB,13.13,135.88,11.401,58.0,38.5,4848,3.043,0.18,16.9,3.84
HeB,12.08,34.66,4.191,116.5,13.8,4982,2.456,0.07,32.53,3.68
HeB,11.87,82.25,6.664,36.3,33.0,5246,2.842,0.1,31.940000000000005,8.629999999999999
RGB,13.57,37.13,4.104,109.6,11.6,4824,2.479,0.16,35.47,4.6
RGB,12.86,74.24,7.308,78.6,19.5,4670,2.773,0.01,21.799999999999997,3.42
HeB,10.39,37.24,4.186,106.6,16.2,4938,2.485,0.29,34.83,4.5
HeB,12.43,31.41,3.9,113.1,12.3,4787,2.404,-0.08,32.93,3.35
HeB,12.16,20.67,2.79,163.4,9.6,4578,2.213,0.11,41.099999999999994,3.3600000000000003
RGB,10.99,18.21,2.52,215.9,6.4,4625,2.16,-0.3,44.260000000000005,3.4399999999999995
HeB,13.92,32.13,4.059,111.8,14.9,5063,2.426,-0.08,32.49,3.42
RGB,12.95,62.54,6.113,69.2,20.3,4785,2.703,0.01,26.72,4.38
RGB,13.36,57.38,5.835,81.7,18.8,5007,2.676,-0.59,27.59,4.39
HeB,9.93,58.14,5.199,41.2,19.9,5328,2.695,-0.0,37.47,8.450000000000001
HeB,12.25,28.19,3.748,133.7,12.4,4707,2.354,-0.09,31.62,2.7399999999999998
RGB,13.41,134.5,10.925,33.8,46.4,5109,3.05,-0.01,18.83,4.84
HeB,9.92,34.26,4.066,122.4,14.6,4861,2.445,0.38,33.61,3.83
HeB,11.36,38.47,4.418,106.9,14.6,4920,2.498,-0.5,31.810000000000002,3.88
HeB,13.87,35.75,4.379,95.0,15.4,5190,2.478,-0.23,31.49,3.63
HeB,13.34,36.43,4.263,84.8,14.3,5220,2.488,-0.39,33.93,4.31
HeB,13.89,24.37,3.119,192.8,8.4,4791,2.294,-0.01,40.010000000000005,3.83
HeB,13.86,35.36,4.037,109.3,10.7,4921,2.462,0.16,35.41,4.42
RGB,13.52,53.87,5.473,89.6,19.1,4775,2.638,0.25,28.78,4.38
HeB,13.68,29.26,4.043,131.7,12.3,5145,2.389,-0.34,30.19,2.71
RGB,13.18,164.02,13.31,41.7,46.1,5094,3.136,0.06,15.49,3.9800000000000004
RGB,12.91,47.77,5.274,108.1,15.3,4641,2.58,-0.1,26.69,3.3
HeB,11.44,61.7,5.274,33.0,26.4,5132,2.713,0.21,37.71,8.93
HeB,9.7,45.16,4.589,71.0,17.9,4902,2.567,0.0,34.86,5.45
HeB,13.06,31.95,4.15,109.2,11.6,5217,2.43,-0.53,31.43,3.24
HeB,12.38,31.85,3.966,108.8,11.5,4860,2.414,-0.21,32.56,3.34
HeB,10.29,70.83,6.025,38.9,26.8,5232,2.777,0.05,33.54,8.17
RGB,13.8,56.65,5.68,81.7,17.8,4815,2.662,-0.27,27.96,4.36
RGB,13.94,96.02,8.657,64.4,28.3,4918,2.896,-0.02,20.85,4.16
RGB,15.94,50.28,5.366,76.2,20.9,4709,2.605,-0.09,27.450000000000003,3.69
HeB,11.65,49.09,4.955,44.4,20.5,5067,2.611,-0.17,33.150000000000006,5.45
HeB,8.68,46.56,4.784,70.4,19.3,4906,2.581,-0.0,33.05,5.0600000000000005
HeB,11.95,29.79,3.827,110.7,12.7,4774,2.381,-0.22,32.230000000000004,3.04
HeB,10.98,34.65,4.247,87.1,13.8,4979,2.456,-0.19,31.48,3.4400000000000004
HeB,12.96,33.91,4.164,126.4,13.5,4762,2.436,0.11,31.21,3.24
HeB,13.44,38.21,4.346,102.9,15.8,4972,2.498,0.06,33.230000000000004,4.22
HeB,13.71,34.31,4.094,92.1,14.0,5231,2.462,-0.08,34.81,4.27
HeB,13.13,35.2,4.242,86.4,14.9,5004,2.463,-0.07,32.260000000000005,3.6900000000000004
RGB,13.52,82.63,8.046,74.7,25.5,5017,2.835,-0.53,20.95,3.6399999999999997
RGB,11.78,10.27,1.633,264.1,4.0,4615,1.911,-0.65,58.93,3.45
HeB,12.02,35.07,3.992,113.2,15.7,4654,2.446,0.56,34.760000000000005,4.109999999999999
RGB,13.45,74.64,7.494,78.8,21.0,5016,2.79,-0.27,21.88,3.59
RGB,10.52,7.23,1.144,326.7,3.5,4200,1.738,0.11,81.61,4.4399999999999995
RGB,13.09,97.47,8.327,57.1,29.1,4768,2.895,0.26,22.47,4.83
HeB,13.89,28.38,4.149,116.9,13.8,5023,2.371,-0.45,27.5,2.16
RGB,12.92,130.05,10.746,48.2,37.7,4851,3.024,0.14,18.2,4.25
HeB,11.67,113.91,8.693,25.0,44.7,5040,2.975,0.14,25.16,7.2700000000000005
HeB,10.94,37.88,3.751,60.9,15.9,4875,2.49,0.03,43.79,7.2
RGB,13.31,180.89,14.173,33.9,38.4,4928,3.171,0.04,14.7,3.8900000000000006
HeB,11.53,110.12,8.384,21.0,44.3,5056,2.961,-0.01,26.270000000000003,7.67
RGB,13.64,145.27,11.757,47.9,40.6,4748,3.068,0.03,16.69,3.95
RGB,11.01,37.66,4.193,117.4,11.3,4576,2.473,0.51,33.51,4.07
RGB,12.23,57.13,5.868,71.6,18.1,4724,2.661,-0.23,26.04,3.7800000000000002
